;Вуз;Адрес;e-mail;Телефон;Сайт;Категории;Url;Url_With_Coordinates;lat;long
637;Тульский институт (филиал) Всероссийского государственного университета юстиции (РПА Минюста России);г. Тула (Тульская обл.), пр-т Ленина, д. 104;info@trfrpa.ru;(4872) 70-02-24;http://tula.rpa-mu.ru/new/;Юридические;https://www.google.com/maps/search/г. Тула (Тульская обл.), пр-т Ленина, д. 104;https://maps.google.com/maps/api/staticmap?center=54.1590929%2C37.5851842&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=eXSfeVzJiY15T1p28qlgrlhAPhU;54.1590929;37.5851842
638;Тульский филиал Российского экономического университета имени Г.В. Плеханова;г. Тула (Тульская обл.), пр-т Ленина, д. 53Б;tula@rea.ru;(4872) 36-48-74;https://tula.rea.ru/;Гуманитарные,Экономические;https://www.google.com/maps/search/г. Тула (Тульская обл.), пр-т Ленина, д. 53Б;https://maps.google.com/maps/api/staticmap?center=54.1843759%2C37.6089832&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=lN8mxjenW8K-Gu2669ty-CvVZWs;54.1843759;37.6089832
639;Тульский филиал Российской академии народного хозяйства и государственной службы при Президенте РФ;г. Тула (Тульская обл.), пр-т Ленина, д. 28;pk_tfranhgs@mail.ru;(4872) 55-01-98, (920) 275-78-22;http://tfranhgs.ru/;Гуманитарные,Экономические;https://www.google.com/maps/search/г. Тула (Тульская обл.), пр-т Ленина, д. 28;https://maps.google.com/maps/api/staticmap?center=54.189108%2C37.612539&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=xKChg5q2PC8BO5meFKS230-nF0Q;54.189108;37.612539
640;Тульский филиал Финансового университета при Правительстве Российской Федерации;г. Тула (Тульская обл.), ул. Оружейная , д. 1а;pk-tula@fa.ru;8 905 111 26 02;http://www.fa.ru/fil/tula/Pages/Home.aspx;Гуманитарные,Информационные,Экономические;https://www.google.com/maps/search/г. Тула (Тульская обл.), ул. Оружейная , д. 1а;https://maps.google.com/maps/api/staticmap?center=54.17247%2C37.587085&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=ufz_BZ6Y2jpZDj7QX-KbkuTnrL0;54.17247;37.587085
641;Тюменский государственный институт культуры;г. Тюмень (Тюменская обл.), ул. Республики, д. 19;tgiik-rektorat@mail.ru;(3452) 29-70-86;http://www.tumgik.ru;Архитектурные,Вузы культуры,Гуманитарные,Дизайна,Информационные,Сервиса;https://www.google.com/maps/search/г. Тюмень (Тюменская обл.), ул. Республики, д. 19;https://maps.google.com/maps/api/staticmap?center=57.1574275%2C65.5324703&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=53ro9uXF5W0JH0vHr2jEFQfmPAk;57.1574275;65.5324703
642;Тюменский государственный медицинский университет;г. Тюмень (Тюменская обл.), ул. Одесская, д. 54;priem_tgma@mail.ru;(3452) 20-21-97, 20-05-35 (приемная комиссия);http://www.tyumsmu.ru/;Медицинские;https://www.google.com/maps/search/г. Тюмень (Тюменская обл.), ул. Одесская, д. 54;https://maps.google.com/maps/api/staticmap?center=57.137662%2C65.575866&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=MQFIVCMBnlSA2ZIgLojBedcHA0Y;57.137662;65.575866
643;Тюменский государственный университет;г. Тюмень (Тюменская обл.), ул. Ленина, д. 25;rector@utmn.ru;(3452) 46-40-61 (ректорат), 45-56-53, 46-83-43 (приемная комиссия);http://www.utmn.ru;Архитектурные,Биологические,Вузы культуры,Гуманитарные,Информационные,Географические,Экономические,Педагогические,Сервиса,Спортивные,Строительные,Психологические,Юридические;https://www.google.com/maps/search/г. Тюмень (Тюменская обл.), ул. Ленина, д. 25;https://maps.google.com/maps/api/staticmap?center=57.156705%2C65.5289639&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=vsiKzuWhV4Nr9DSy6CV91LBEZ-Q;57.156705;65.5289639
644;Тюменский индустриальный университет;г. Тюмень (Тюменская обл.), ул. Республики, д. 47;priemcom@tsogu.ru;(3452) 68-57-66 (приемная комиссия);http://www.tyuiu.ru/;Архитектурные,Биологические,Гуманитарные,Дизайна,Информационные,Географические,Экономические,Сервиса,Строительные,Технические,Нефтяные,Психологические,Транспортные,Пищевые;https://www.google.com/maps/search/г. Тюмень (Тюменская обл.), ул. Республики, д. 47;https://maps.google.com/maps/api/staticmap?center=57.1520402%2C65.5431746&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=1sTp9_70IgyUTXkCY2NDmwhlviI;57.1520402;65.5431746
645;Удмуртский государственный университет;г. Ижевск, ул. Университетская, 1;"rector@udsu.ru; prikom@udsu.ru (ПК)";"(3412) 68–16–10; (3412) 525–797 (ПК)";http://udsu.ru/;Биологические,Вузы культуры,Гуманитарные,Дизайна,Информационные,Географические,Экономические,Медицинские,Педагогические,Сервиса,Спортивные,Нефтяные,Психологические,Юридические;https://www.google.com/maps/search/г. Ижевск, ул. Университетская, 1;https://maps.google.com/maps/api/staticmap?center=56.8505705%2C53.2235211&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=h9CyHIJ_NKbdUr6Zz3W8zX4CBBk;56.8505705;53.2235211
646;Ульяновский филиал Российской академии народного хозяйства и государственной службы при Президенте РФ;г. Ульяновск (Ульяновская обл.), ул. Корюкина, д. 20;pk@ul.ranepa.ru;(842) 243-30-65, 244-15-68, 244-01-09;http://ul.ranepa.ru/;Гуманитарные,Экономические,Психологические,Юридические;https://www.google.com/maps/search/г. Ульяновск (Ульяновская обл.), ул. Корюкина, д. 20;https://maps.google.com/maps/api/staticmap?center=54.3247831%2C48.4074985&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=UkCmTR_HORFjmJ1LgzNcj6emKbU;54.3247831;48.4074985
647;"Университет управления ""ТИСБИ""";г. Казань, ул. Муштари, 13;tisbi@tisbi.ru;"(843) 294-83-44, (843) 294-83-33; (843) 294-83-25 (ПК)";http://www.tisbi.ru/;Гуманитарные,Информационные,Экономические,Педагогические,Сервиса,Психологические,Юридические;https://www.google.com/maps/search/г. Казань, ул. Муштари, 13;https://maps.google.com/maps/api/staticmap?center=55.7903038%2C49.1354898&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=SMzgtI9uy3Q6D4X6r_MKgL3xcZM;55.7903038;49.1354898
